<<<<<<< HEAD
tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt,additional_info,building_name,building_no,expiry_date,grade,postal_code,street_name,tel_no,uen_no,unit_no,workhead
AVA000ETT14000028,Agri-food and Veterinary Authority,"Tender for the supply of labour, materials, machinery, equipment and other logistics arrangements to carry out repair and redecoration (R&R)works at the Chicken Isolators Room",2015-01-07,Awarded to Suppliers,AIR & AIR SERVICES PTE LTD,418000.0,na,na,1013,1/2/2018,C3,389728,GEYLANG EAST AVENUE 3,67480288,199508353M,#02-126,CW01
AVA000ETT14000034,Agri-food and Veterinary Authority,Tender for the laboratory renovation and facility/furniture supply for the radionuclides testing facility at the Veterinary Public Health Centre (VPHC) 10 Perahu Road Singapore 718837,2015-01-29,Awarded to Suppliers,AIR & AIR SERVICES PTE LTD,588888.0,na,na,1013,1/2/2018,C3,389728,GEYLANG EAST AVENUE 3,67480288,199508353M,#02-126,CW01
AVA000ETT14000046,Agri-food and Veterinary Authority,"Tender for the supply of labour, materials, machinery, equipment and other logistics arrangements to re-construct, screed and apply epoxy coat to the floor of the Virology BSL3 Lab at Animal & Plant Health Centre",2015-05-08,Awarded to Suppliers,AIR & AIR SERVICES PTE LTD,128888.0,na,na,1013,1/2/2018,C3,389728,GEYLANG EAST AVENUE 3,67480288,199508353M,#02-126,CW01
AVA000ETT14000031,Agri-food and Veterinary Authority,Tender for the preventive maintenance and corrective maintenance of generators at Marine Aquaculture Centre,2015-01-21,Awarded to Suppliers,CA FACILITIES PTE. LTD.,55450.0,na,WESTGATE,1,1/9/2019,C3,608531,GATEWAY DRIVE,62276266,199907959D,#25-01,CW01
AVA000ETT15000004,Agri-food and Veterinary Authority,Tender for the provision of integrated facilities management services (IFM) at the Marine Aquaculture Centre (MAC),2015-05-21,Awarded to Suppliers,CA FACILITIES PTE. LTD.,7731891.0,na,WESTGATE,1,1/9/2019,C3,608531,GATEWAY DRIVE,62276266,199907959D,#25-01,CW01
AVA000ETT15000026,Agri-food and Veterinary Authority,Tender for the Provision of corrective maintenance spares for diesel generator sets (Cummins KTA38-G5) at Marine Aquaculture Centre,2015-08-19,Awarded to Suppliers,CA FACILITIES PTE. LTD.,37476.17,na,WESTGATE,1,1/9/2019,C3,608531,GATEWAY DRIVE,62276266,199907959D,#25-01,CW01
AVA000ETT15000047,Agri-food and Veterinary Authority,TENDER FOR THE PROVISION FOR THE SERVICING OF MAIN LOW TENSION PANEL OF MAC GENERATORS AT MARINE AQUACULTURE CENTRE,2016-03-04,Awarded to Suppliers,CA FACILITIES PTE. LTD.,43320.0,na,WESTGATE,1,1/9/2019,C3,608531,GATEWAY DRIVE,62276266,199907959D,#25-01,CW01
HDB000ETT15000269,Housing and Development Board,Term Contract For The Maintenance Of Fire Protection Systems At Connection One For A Period Of Twenty-Four (24) Months,2015-10-26,Awarded to Suppliers,CA FACILITIES PTE. LTD.,106198.0,na,WESTGATE,1,1/9/2019,C3,608531,GATEWAY DRIVE,62276266,199907959D,#25-01,CW01
MAS000ETT16000058,Monetary Authority of Singapore,INVITATION TO TENDER FOR MAINTENANCE OF AIR CONDITIONING AND MECHANICAL VENTILATION SYSTEMS FOR THREE YEARS FROM 01 APRIL 2017 TO 31 MARCH 2020 - PR1100004231 - CSD (PBS),2017-01-19,Awarded to Suppliers,CA FACILITIES PTE. LTD.,288288.0,na,WESTGATE,1,1/9/2019,C3,608531,GATEWAY DRIVE,62276266,199907959D,#25-01,CW01
AVA000ETT14000040,Agri-food and Veterinary Authority,"Tender for the Provision of Labour, Materials, Machinery, Equipment and other Logistics Arrangements to carry out Parts Replacement and Reinstatement of the Aquaculture Water System at Animal & Plant Health Centre (APHC), 6 Perahu Road, Singapore 718827",2015-05-07,Awarded to Suppliers,SGP MANAGERS & ENGINEERS PTE. LTD.,78663.14,na,AMTECH BUILDING,159,1/12/2017,L2,575625,SIN MING ROAD,63148720,200920263E,#07-02B,ME11
AVA000ETT14000043,Agri-food and Veterinary Authority,"Tender for the Supply, Delivery, Installation, Testing and Commissioning of Two (2) Units of Gamma Spectrometers",2015-02-27,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,187125.0,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
AVA000ETT15000048,Agri-food and Veterinary Authority,"Tender for the Supply, Delivery, Installation, Testing and Commissioning of One (1) Unit of Gamma Spectrometer",2016-02-23,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,231995.48,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
HOMHQ0ETT15000081,Ministry of Home Affairs-Ministry Headquarter,Supply and Maintenance of Laboratory Analytical Equipment,2015-09-08,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,242420.0,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
HOMHQ0ETT15000236,Ministry of Home Affairs-Ministry Headquarter,Electronic Key Management System (EKMS)with 5 years warranty.,2015-11-25,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,1204532.0,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
HOMHQ0ETT15000367,Ministry of Home Affairs-Ministry Headquarter,Supply and maintenance of Detection and Monitoring Equipment,2016-07-21,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,1976600.0,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
HOMHQ0ETT16000381,Ministry of Home Affairs-Ministry Headquarter,"SUPPLY, INSTALLATION AND COMMISSIONING OF LABORATORY EQUIPMENT AND TRAINING KIT WITH 7-YEAR POST WARRANTY COMPREHENSIVE MAINTENANCE",2017-11-07,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,81285.53,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
MAS000ETT17000041,Monetary Authority of Singapore,"INVITATION TO TENDER FOR THE SUPPLY AND INSTALLATION OF AN ELECTRONIC KEY MANAGEMENT SYSTEM (PR1100005508-ITD)(Pls provide the signed NDA form to receive Section 5 and Annex F. Interested Tenderers can register up to 2 staff for the tender briefing on 4 Sep 2017, 3pm, by 31 Aug 2017, 12pm. Pls submit details to the Admin team)",2017-10-20,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,65800.0,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
NEA000ETT15000143,National Environment Agency,"The supply, delivery, installation and commissioning of laboratory equipment",2016-03-03,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,1766599.0,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
NEA000ETT17000065,National Environment Agency,Tender for the supply of decontamination equipment and detection equipment for hazmat response,2017-09-28,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,68480.0,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
NHB000ETT15000008,National Heritage Board,"INVITATION TO TENDER FOR PROVISION OF COMPREHENSIVE MAINTENANCE AND MANAGEMENT SERVICES OF SECURITY CCTV, CARD ACCESS AND INTRUSION ALARM SYSTEMS AT HERITAGE CONSERVATION CENTRE AN INSTITUTION UNDER THE NATIONAL HERITAGE BOARD FOR A PERIOD OF ONE (1) YEAR FROM 1 APR 15 TO 31 MAR 16 WITH AN OPTION TO EXTEND FOR A PERIOD OF UP TO ONE (1) YEAR",2015-03-30,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,48816.0,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
NHB000ETT16000057,National Heritage Board,"INVITATION TO TENDER FOR PROVISION OF COMPREHENSIVE MAINTENANCE AND MANAGEMENT SERVICES OF SECURITY CCTV, CARD ACCESS AND INTRUSION ALARM SYSTEMS AT HERITAGE CONSERVATION CENTRE",2017-01-23,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,49996.0,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
PUB000ETT15000203,Public Utilities Board,"Supply, Delivery, Installation and Commissioning of Laboratory Analytical Instruments for Water Quality Office of PUB",2015-12-29,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,132484.27,na,SECOM CENTRE,81,1/11/2017,L1,608606,TOH GUAN ROAD EAST,31573700,199200612M,#01-01,ME02
AVA000ETT15000003,Agri-food and Veterinary Authority,Rectification of building defects at Marine Aquaculture Centre,2015-04-24,Awarded to Suppliers,UNITED SPECIALISTS PTE LTD,85000.0,na,NEW CENTURY,6,1/7/2017,C1,536199,NEW INDUSTRIAL ROAD,65527833,199201023E,#05-01,CW01
NTU000ETT16000091,Nanyang Technological University,"PROPOSED REPAIR AND IMPROVEMENT WORKS TO THE SLOPE BETWEEN BLOCK 14 AND BLOCK 18 AT HALL OF RESIDENCE 1, NANYANG TECHNOLOGICAL UNIVERSITY",2016-08-01,Awarded to Suppliers,UNITED SPECIALISTS PTE LTD,312900.0,na,NEW CENTURY,6,1/7/2017,C1,536199,NEW INDUSTRIAL ROAD,65527833,199201023E,#05-01,CW01
PUB000ETT15000322,Public Utilities Board,Refurbishment of Roofs and Covers at Ulu Pandan Water Reclamation Plant,2016-04-04,Awarded to Suppliers,UNITED SPECIALISTS PTE LTD,573985.0,na,NEW CENTURY,6,1/7/2017,C1,536199,NEW INDUSTRIAL ROAD,65527833,199201023E,#05-01,CW01
AVA000ETT15000018,Agri-food and Veterinary Authority,Tender for the provision of services for clearance and disposal of vegetation and trees at Sungei Tengah Agrotech Park,2015-08-06,Awarded to Suppliers,KIAT LEE LANDSCAPE & BUILDING PTE LTD,326040.0,na,na,31,1/8/2018,L4,728655,KRANJI CRESCENT,62873390,199003767G,na,MW02
CAA000ETT17000003,Civil Aviation Authority of Singapore,Provision of Tree Pollarding Service,2017-03-20,Awarded to Suppliers,KIAT LEE LANDSCAPE & BUILDING PTE LTD,150000.0,na,na,31,1/8/2018,L4,728655,KRANJI CRESCENT,62873390,199003767G,na,MW02
NPB000ETT15000036,National Parks Board,PROVISION OF ARBORICULTURE & PEST CONTROL SERVICES IN TAMPINES SECTION,2015-08-20,Awarded to Suppliers,KIAT LEE LANDSCAPE & BUILDING PTE LTD,5262570.0,na,na,31,1/8/2018,L4,728655,KRANJI CRESCENT,62873390,199003767G,na,MW02
NPB000ETT16000101,National Parks Board,"PROVISION OF TERM CONTRACT FOR ARBORICULTURE, HORTICULTURE & TURF MANAGEMENT SERVICES IN SUNGEI BULOH WETLAND RESERVE FOR A PERIOD OF 3 YEARS",2017-06-19,Awarded to Suppliers,KIAT LEE LANDSCAPE & BUILDING PTE LTD,4067200.0,na,na,31,1/8/2018,L4,728655,KRANJI CRESCENT,62873390,199003767G,na,MW02
NPB000ETT17000034,National Parks Board,PROVISION OF ARBORICULTURE SERVICES FOR BUKIT BATOK UNIT FOR A PERIOD OF THREE (3) YEARS,2017-09-06,Awarded to Suppliers,KIAT LEE LANDSCAPE & BUILDING PTE LTD,5494000.0,na,na,31,1/8/2018,L4,728655,KRANJI CRESCENT,62873390,199003767G,na,MW02
AVA000ETT15000021,Agri-food and Veterinary Authority,Tender for soil investigation works at Lim Chu Kang and Sungei Tengah,2015-08-14,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,318800.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
HLTHQ0ETT15000055,Ministry of Health-Ministry Headquarter,"The provision of soil investigation works to the MOH for the proposed development of the Woodlands Integrated Healthcare Campus at Woodlands Avenue 12 / Drive 17, Singapore",2015-10-12,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,499894.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
JTC000ETT15000070,Jurong Town Corporation,"2-Year In-land Soil Investigation Term Contract for IGLS, Building and Infrastructure within JTC Estates",2015-08-04,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,1.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
JTC000ETT17000130,Jurong Town Corporation,"2 YEARS TERM CONTRACT FOR IN-LAND SOIL INVESTIGATION FOR IGLS, BUILDING AND INFRASTRUCTURE WITHIN JTC ESTATES",2017-10-25,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,1.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
JTC000ETT17000152,Jurong Town Corporation,2-Year Term Contract for Services Detection Works for JTC Estates,2017-12-28,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,2.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
LTA000ETT15000006,Land Transport Authority,Site Investigation Works for LTA Projects,2015-05-25,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,5209209.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
LTA000ETT15000078,Land Transport Authority,Site Investigation Works for LTA Projects,2015-09-25,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,3714798.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
LTA000ETT15000097,Land Transport Authority,Site Investigation Works for LTA Projects,2015-09-25,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,5879470.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
MPA000ETT15000055,Maritime and Port Authority of Singapore,Survey and Marine Soil Investigation Works,2016-01-26,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,942026.65,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
PUB000ETT16000291,Public Utilities Board,Soil Investigation (Marine) Works for the Deep Tunnel Sewerage System Phase 2 Project - Link Sewers,2017-03-23,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,498320.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
SDC000ETT16000019,Sentosa Development Corporation,SOIL INVESTIGATION ALONG SILOSO BEACH WALK SENTOSA,2016-06-14,Awarded to Suppliers,SOIL INVESTIGATION PTE. LIMITED,82940.0,na,na,14,1/7/2017,Single Grade,536987,LITTLE ROAD,67456765,197000207W,#06-01,CR15
AVA000ETT15000037,Agri-food and Veterinary Authority,TENDER FOR THE THREE-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF GASES FOR LAB USE AT AGRI- FOOD & VETERINARY AUTHORITY NO. 6 & 10 PERAHU ROAD (718827 & 718837),2016-04-20,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,11325.0,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
AVA000ETT15000041,Agri-food and Veterinary Authority,TENDER FOR THE THREE-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF LIQUID NITROGEN FOR LAB USE AT AGRI-FOOD & VETERINARY AUTHORITY NO. 6 & 10 PERAHU ROAD (718827 & 718837),2016-02-10,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,165450.0,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
HOMHQ0ETT16000067,Ministry of Home Affairs-Ministry Headquarter,5-Year Period Contract for the Supply of Medical Gases & Related Services,2017-01-27,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,999550.0,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
HSA000ETT16000032,Health Sciences Authority,SUPPLY AND DELIVERY OF CHEMICAL AND MEDICAL GASES TO HEALTH SCIENCES AUTHORITY,2016-12-27,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1860423.85,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NST000ETT15000093,"Agency for Science, Technology and Research",Supply & delivery of Total Gas & Chemical Management (TGCM) for a period of up to one (1) year with an option to renew for another nine (9) months.,2015-08-18,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,557116.0,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NST000ETT15000152,"Agency for Science, Technology and Research","Supply, delivery, installation, testing and commissioning of facilities utilities for one unit of Ozonator Rack, Chiller and Gas Chamber B (Producer SE)",2015-11-16,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,169376.0,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NST000ETT15000190,"Agency for Science, Technology and Research",Supply and Delivery of Gases for a Period of One Year with the Option to Renew for a Second Year,2015-11-20,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1730551.64,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NST000ETT15000289,"Agency for Science, Technology and Research","Delivery, Installation, Commission and Maintenance of Equipment for Supplying General (Bulk) and Purified Nitrogen to IME @ SP2, for a period of up to 7 years",2016-08-11,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,5694305.66,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NST000ETT16000016,"Agency for Science, Technology and Research","To provide Total Gas Management (TGM) services at the Institute of Bioengineering and Nanotechnology (IBN) for the period from 1 April 2016 to 31 March 2017, with an option to renew for the second and third year till 31 March 2019.",2016-05-25,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,36666.67,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NST000ETT16000047,"Agency for Science, Technology and Research","Leasing tender for supply and delivery of Gas (Argon, Nitrogen and Helium) for 4 year period and lease use of Gas Equipment",2016-07-11,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,2041257.6,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NST000ETT16000054,"Agency for Science, Technology and Research","Mechanical and Electrical Works for the Hook-up, Decommissioning and Commissioning of the Tools and Equipment.",2016-10-04,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1690000.0,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NST000ETT16000081,"Agency for Science, Technology and Research",Proposed additions & alterations to Fusionopolis Twos Nitrogen Gas Farm,2016-08-05,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,3272215.23,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NST000ETT17000052,"Agency for Science, Technology and Research",Provision of Total Gas & Chemical Management (TGCM) services with the Option for Yearly Extension for up to Two (2) Years.,2017-06-27,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,632930.0,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NUSDEPETT15000036,National University of Singapore,Supply and delivery of liquid helium,2015-03-17,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,112500.0,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NUSDEPETT16000148,National University of Singapore,Supply and delivery of liquid helium,2016-06-28,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,202500.0,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
NUSDEPETT16000314,National University of Singapore,Period Contract For The Provision Of Industrial Gases For National University Of Singapore Acting Through Central Procurement Office For A Period Of 1 Year With Option To Extend For Another 1 Year,2016-12-28,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,61512.5,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
SPO000ETT16000080,Singapore Polytechnic,MA16/0022 Tender for Term Contract for Supply of Gases,2016-07-29,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,93456.7,na,ALEXANDER TECHNOPARK,438B,1/7/2019,L3,119968,ALEXANDER ROAD,62653788,197001157D,#07-01,ME01
AVA000ETT15000042,Agri-food and Veterinary Authority,Tender for the proposed erection of an Animal Facility on Lot 03491A PT MK11 at Sungei Tengah Road (Western Water Catchment Planning Area),2015-12-15,Awarded to Suppliers,ZHENGDA CORPORATION PTE. LTD.,6695472.0,na,na,15,1/2/2019,B1,628078,SOON LEE ROAD,65555551,200205795W,na,CW01
AVA000ETT15000054,Agri-food and Veterinary Authority,Tender for the provision of waste disposal services to clear dead fish,2015-01-12,Awarded to Suppliers,NSL OILCHEM WASTE MANAGEMENT PTE. LTD.,28725.0,na,na,23,1/7/2019,L1,628049,TANJONG KLING ROAD,65133999,199701183N,na,MW02
JTC000ETT15000116,Jurong Town Corporation,Treatment and Disposal of Chemical Waste and Containers at 28 Tuas Avenue 9 Singapore,2015-10-30,Awarded to Suppliers,NSL OILCHEM WASTE MANAGEMENT PTE. LTD.,42000.0,na,na,23,1/7/2019,L1,628049,TANJONG KLING ROAD,65133999,199701183N,na,MW02
AVA000ETT16000002,Agri-food and Veterinary Authority,Tender for the Disposal of general waste at Lim Chu Kang (End) Jetty,2016-05-13,Awarded to Suppliers,V8 ENVIRONMENTAL PTE LTD,184500.0,na,na,20,1/1/2020,L4,629130,JALAN SAMULUN,65692300,199900681R,na,MW02
